,doi,title,pubDate,githubLink,fileName,issues_1,issues_2,issues_3
15,https://doi.org/10.1186/s12859-023-05605-5,A novel and innovative cancer classification framework through a consecutive utilization of hybrid feature selection,2023-12-15,https://github.com/Rabiaaziz2023/A-Novel-and-Innovative-Cancer-Classification-Framework-with-CSSMO,,,,
16,https://doi.org/10.1186/s12859-023-05611-7,Predicting potential microbe-disease associations based on auto-encoder and graph convolution network,2023-12-14,https://github.com/cuntjx/microbe,,,,
17,https://doi.org/10.1186/s12859-023-05588-3,"PhyloSophos: a high-throughput scientific name mapping algorithm augmented with explicit consideration of taxonomic science, and its application on natural product (NP) occurrence database processing",2023-12-14,https://github.com/mhcho4096/phylosophos,,,,
18,https://doi.org/10.1186/s12859-023-05594-5,DL-PPI: a method on prediction of sequenced protein–protein interaction based on deep learning,2023-12-14,https://github.com/WuBoFu/DL-PPI,,,,
19,https://doi.org/10.1186/s12859-023-05596-3,Performance analysis of conventional and AI-based variant callers using short and long reads,2023-12-14,https://github.com/Omar-Abd-Elwahab/Variant_Callers,,,,
20,https://doi.org/10.1186/s12859-023-05602-8,ORFeus: a computational method to detect programmed ribosomal frameshifts and other non-canonical translation events,2023-12-13,https://github.com/morichardson/ORFeus,,,,
21,https://doi.org/10.1186/s12859-023-05589-2,PhytoPipe: a phytosanitary pipeline for plant pathogen detection and diagnosis using RNA-seq data,2023-12-13,https://github.com/lh3/seqtk,,,,
22,https://doi.org/10.1186/s12859-023-05589-2,PhytoPipe: a phytosanitary pipeline for plant pathogen detection and diagnosis using RNA-seq data,2023-12-13,https://github.com/healthyPlant/PhytoPipe,,,,
23,https://doi.org/10.1186/s12859-023-05610-8,Rendering protein mutation movies with MutAmore,2023-12-12,https://github.com/kWeissenow/MutAmore,,,,
24,https://doi.org/10.1186/s12859-023-05609-1,primerJinn: a tool for rationally designing multiplex PCR primer sets for amplicon sequencing and performing in silico PCR,2023-12-12,https://github.com/SemiQuant/PrimerJinn,,,,
25,https://doi.org/10.1186/s12859-023-05603-7,A score-based method of immune status evaluation for healthy individuals with complete blood cell counts,2023-12-11,https://github.com/zhangbeibei-min/Immune-Status-Assessment,,,,
26,https://doi.org/10.1186/s12859-023-05600-w,An oscillating reaction network with an exact closed form solution in the time domain,2023-12-09,https://github.com/ModelEngineering/Oscillators,,,,
27,https://doi.org/10.1186/s12859-023-05529-0,Hierarchical classification-based pan-cancer methylation analysis to classify primary cancer,2023-12-08,https://github.com/yyp1999/Cancer-Hierarchical-Classification-Tool,,,,
28,https://doi.org/10.1186/s12859-023-05604-6,Allele-specific binding (ASB) analyzer for annotation of allele-specific binding SNPs,2023-12-08,https://github.com/Liying1996/ASBanalyzer,,,,
29,https://doi.org/10.1186/s12859-023-05590-9,SingleScan: a comprehensive resource for single-cell sequencing data processing and mining,2023-12-07,https://github.com/victorwang123/SingleScan,,,,
30,https://doi.org/10.1186/s12859-023-05521-8,Incorporating mutational heterogeneity to identify genes that are enriched for synonymous mutations in cancer,2023-12-07,https://github.com/ryy1221/MutSigCVsyn)The,,,,
31,https://doi.org/10.1186/s12859-023-05580-x,Lokatt: a hybrid DNA nanopore basecaller with an explicit duration hidden Markov model and a residual LSTM network,2023-12-07,https://github.com/chunxxc/lokatt,,,,
32,https://doi.org/10.1186/s12859-023-05580-x,Lokatt: a hybrid DNA nanopore basecaller with an explicit duration hidden Markov model and a residual LSTM network,2023-12-07,https://github.com/nanoporetech/bonito,,,,
33,https://doi.org/10.1186/s12859-023-05578-5,"pyComBat, a Python tool for batch effects correction in high-throughput molecular data using empirical Bayes methods",2023-12-07,https://github.com/epigenelabs/inmoose,,,,
34,https://doi.org/10.1186/s12859-023-05587-4,G-bic: generating synthetic benchmarks for biclustering,2023-12-06,https://github.com/jplobo1313/G-Bic,,,,
35,https://doi.org/10.1186/s12859-023-05592-7,Protein–protein interaction site prediction by model ensembling with hybrid feature and self-attention,2023-12-05,https://github.com/CandiceCong/StackingPPINet,,,,
36,https://doi.org/10.1186/s12859-023-05582-9,HostNet: improved sequence representation in deep neural networks for virus-host prediction,2023-12-01,https://github.com/mingzhaoyan/hostnet,,,,
37,https://doi.org/10.1186/s12859-023-05566-9,PMFFRC: a large-scale genomic short reads compression optimizer via memory modeling and redundant clustering,2023-11-30,https://github.com/fahaihi/PMFFRC,,,,
38,https://doi.org/10.1186/s12859-023-05576-7,Completing a genomic characterisation of microscopic tumour samples with copy number,2023-11-30,https://github.com/VanLoo-lab/ascat,,,,
39,https://doi.org/10.1186/s12859-023-05576-7,Completing a genomic characterisation of microscopic tumour samples with copy number,2023-11-30,https://github.com/FelixKrueger/TrimGalore,,,,
40,https://doi.org/10.1186/s12859-023-05583-8,A seed expansion-based method to identify essential proteins by integrating protein–protein interaction sub-networks and multiple biological characteristics,2023-11-30,https://github.com/zhaohe555/SESN,,,,
41,https://doi.org/10.1186/s12859-023-05581-w,Machine learning-based approaches for ubiquitination site prediction in human proteins,2023-11-28,https://github.com/mahdip72/ubi,,,,
42,https://doi.org/10.1186/s12859-023-05524-5,Predicting anticancer synergistic drug combinations based on multi-task learning,2023-11-27,https://github.com/TOJSSE-iData/MTLSynergy,,,,
43,https://doi.org/10.1186/s12859-023-05577-6,AptaTrans: a deep neural network for predicting aptamer-protein interaction using pretrained encoders,2023-11-27,https://github.com/pnumlb/AptaTrans,,,,
44,https://doi.org/10.1186/s12859-023-05573-w,Transformer-based tool recommendation system in Galaxy,2023-11-27,https://github.com/galaxyproject/galaxy,,,,
45,https://doi.org/10.1186/s12859-023-05573-w,Transformer-based tool recommendation system in Galaxy,2023-11-27,https://github.com/anuprulez/galaxy_tool_recommendation,,,,
46,https://doi.org/10.1186/s12859-023-05573-w,Transformer-based tool recommendation system in Galaxy,2023-11-27,https://github.com/bgruening/galaxytools,,,,
47,https://doi.org/10.1186/s12859-023-05563-y,scMuffin: an R package to disentangle solid tumor heterogeneity by single-cell gene expression analysis,2023-11-27,https://github.com/emosca-cnr/scMuffin,,,,
48,https://doi.org/10.1186/s12859-023-05560-1,MiREx: mRNA levels prediction from gene sequence and miRNA target knowledge,2023-11-22,https://github.com/vagarwal87/Xpresso,,,,
49,https://doi.org/10.1186/s12859-023-05553-0,Improved quality metrics for association and reproducibility in chromatin accessibility data using mutual information,2023-11-22,https://github.com/SLUR-m-Py/ATAC-seq_Simulation,,,,
50,https://doi.org/10.1186/s12859-023-05506-7,Genome-scale metabolic models reveal determinants of phenotypic differences in non-Saccharomyces yeasts,2023-11-21,https://github.com/SandraCastilloPriego/CarveFungi,,,,
51,https://doi.org/10.1186/s12859-023-05570-z,Image-centric compression of protein structures improves space savings,2023-11-21,https://github.com/lukestaniscia/PIC,,,,
52,https://doi.org/10.1186/s12859-023-05564-x,GraphTar: applying word2vec and graph neural networks to miRNA target prediction,2023-11-17,https://github.com/SanoScience/graphtar,,,,
53,https://doi.org/10.1186/s12859-023-05564-x,GraphTar: applying word2vec and graph neural networks to miRNA target prediction,2023-11-17,https://github.com/PyTorchLightning/pytorch-lightning,,,,
54,https://doi.org/10.1186/s12859-023-05534-3,RUBic: rapid unsupervised biclustering,2023-11-16,https://github.com/CMATERJU-BIOINFO/RUBic,,,,
55,https://doi.org/10.1186/s12859-023-05535-2,PathExpSurv: pathway expansion for explainable survival analysis and disease gene discovery,2023-11-15,https://github.com/Wu-Lab/PathExpSurv,,,,
56,https://doi.org/10.1186/s12859-023-05549-w,Protein language models can capture protein quaternary state,2023-11-14,https://github.com/Furman-Lab/QUEEN,,,,
57,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/lmcinnes/umap,,,,
58,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/shahcompbio/scvis,,,,
59,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/scverse/scvi-tools,,,,
60,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/GwangWooKim/saVAE,,,,
61,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/ngoc-nguyen-0/DGG,,,,
62,https://doi.org/10.1186/s12859-023-05552-1,Similarity-assisted variational autoencoder for nonlinear dimension reduction with application to single-cell RNA sequencing data,2023-11-14,https://github.com/beringresearch/ivis,,,,
63,https://doi.org/10.1186/s12859-023-05525-4,G-Aligner: a graph-based feature alignment method for untargeted LC–MS-based metabolomics,2023-11-14,https://github.com/CSi-Studio/G-Aligner,,,,
64,https://doi.org/10.1186/s12859-023-05562-z,DG-Affinity: predicting antigen–antibody affinity with language models from sequences,2023-11-13,https://github.com/facebookresearch/ConvNeXt,,,,
65,https://doi.org/10.1186/s12859-023-05562-z,DG-Affinity: predicting antigen–antibody affinity with language models from sequences,2023-11-13,https://github.com/weiaicunzai/pytorch-cifar100,,,,
66,https://doi.org/10.1186/s12859-023-05562-z,DG-Affinity: predicting antigen–antibody affinity with language models from sequences,2023-11-13,https://github.com/piercelab/antibody_benchmark,,,,
67,https://doi.org/10.1186/s12859-023-05551-2,A novel two-way rebalancing strategy for identifying carbonylation sites,2023-11-13,https://github.com/CrazyMage313/Carsite_AGan,,,,
68,https://doi.org/10.1186/s12859-023-05558-9,Mdwgan-gp: data augmentation for gene expression data based on multiple discriminator WGAN-GP,2023-11-13,https://github.com/lryup/MDWGAN-GP,,,,
69,https://doi.org/10.1186/s12859-023-05537-0,Statistical modeling to quantify the uncertainty of FoldX-predicted protein folding and binding stability,2023-11-12,https://github.com/yesols/foldx_uncertainty,,,,
70,https://doi.org/10.1186/s12859-023-05559-8,Role of environmental specificity in CASP results,2023-11-11,https://github.com/KatarzynaStapor/FODmodel,,,,
71,https://doi.org/10.1186/s12859-023-05548-x,ILIAD: a suite of automated Snakemake workflows for processing genomic data for downstream applications,2023-11-08,https://github.com/ncherric/Iliad,,,,
72,https://doi.org/10.1186/s12859-023-05548-x,ILIAD: a suite of automated Snakemake workflows for processing genomic data for downstream applications,2023-11-08,https://github.com/freeseek/gtc2vcf,,,,
73,https://doi.org/10.1186/s12859-023-05532-5,Comparative Study of Single-stranded Oligonucleotides Secondary Structure Prediction Tools,2023-11-08,https://github.com/GEC-git/AptaMat,,,,
74,https://doi.org/10.1186/s12859-023-05555-y,"Fast alignment of mass spectra in large proteomics datasets, capturing dissimilarities arising from multiple complex modifications of peptides",2023-11-08,https://github.com/bibs-lab/SpecGlobX,,,,
75,https://doi.org/10.1186/s12859-023-05490-y,Sctensor detects many-to-many cell–cell interactions from single cell RNA-sequencing data,2023-11-07,https://github.com/rikenbit/scTensor-experiments,,,,
76,https://doi.org/10.1186/s12859-023-05490-y,Sctensor detects many-to-many cell–cell interactions from single cell RNA-sequencing data,2023-11-07,https://github.com/rikenbit/lrbase-workflow,,,,
77,https://doi.org/10.1186/s12859-023-05557-w,Hybrid deep learning approach to improve classification of low-volume high-dimensional data,2023-11-07,https://github.com/dmlc/xgboost,,,,
78,https://doi.org/10.1186/s12859-023-05557-w,Hybrid deep learning approach to improve classification of low-volume high-dimensional data,2023-11-07,https://github.com/skinnerlab/DL-ML-Hybrid,,,,
79,https://doi.org/10.1186/s12859-023-05557-w,Hybrid deep learning approach to improve classification of low-volume high-dimensional data,2023-11-07,https://github.com/holderlb/DL-ML-Hybrid,,,,
80,https://doi.org/10.1186/s12859-023-05557-w,Hybrid deep learning approach to improve classification of low-volume high-dimensional data,2023-11-07,https://github.com/tarunsharma87/sentiment-analysis-python,,,,
81,https://doi.org/10.1186/s12859-023-05545-0,Ab initio protein structure prediction: the necessary presence of external force field as it is delivered by Hsp40 chaperone,2023-11-07,https://github.com/KatarzynaStapor/FODmodel,,,,
82,https://doi.org/10.1186/s12859-023-05494-8,ScLSTM: single-cell type detection by siamese recurrent network and hierarchical clustering,2023-11-07,https://github.com/HanJingJiang/ScLSTM,,,,
83,https://doi.org/10.1186/s12859-023-05508-5,Multilayer network alignment based on topological assessment via embeddings,2023-11-06,https://github.com/pietrocinaglia/danteml,,,,
84,https://doi.org/10.1186/s12859-023-05547-y,Predicting active enhancers with DNA methylation and histone modification,2023-11-02,https://github.com/TracyHIT/eRNA_predict,,,,
85,https://doi.org/10.1186/s12859-023-05520-9,Deep learning-enabled natural language processing to identify directional pharmacokinetic drug–drug interactions,2023-11-01,https://github.com/tensorflow/models,,,,
86,https://doi.org/10.1186/s12859-023-05520-9,Deep learning-enabled natural language processing to identify directional pharmacokinetic drug–drug interactions,2023-11-01,https://github.com/kamalkraj/BERT-NER-TF,,,,
87,https://doi.org/10.1186/s12859-023-05520-9,Deep learning-enabled natural language processing to identify directional pharmacokinetic drug–drug interactions,2023-11-01,https://github.com/FDA/Neural-Networks-based-Natural-Language-Processing,,,,
88,https://doi.org/10.1186/s12859-023-05520-9,Deep learning-enabled natural language processing to identify directional pharmacokinetic drug–drug interactions,2023-11-01,https://github.com/dmis-lab/biobert,,,,
89,https://doi.org/10.1186/s12859-023-05539-y,Serial KinderMiner (SKiM) discovers and annotates biomedical knowledge using co-occurrence and transformer models,2023-11-01,https://github.com/stewart-lab/fast_km,,,,
90,https://doi.org/10.1186/s12859-023-05539-y,Serial KinderMiner (SKiM) discovers and annotates biomedical knowledge using co-occurrence and transformer models,2023-11-01,https://github.com/stewart-lab/kinderminer_kg,,,,
91,https://doi.org/10.1186/s12859-023-05539-y,Serial KinderMiner (SKiM) discovers and annotates biomedical knowledge using co-occurrence and transformer models,2023-11-01,https://github.com/explosion/projects,,,,
92,https://doi.org/10.1186/s12859-023-05511-w,Structure-informed clustering for population stratification in association studies,2023-10-31,https://github.com/aritra90/CluStrat,,,,
93,https://doi.org/10.1186/s12859-023-05542-3,Raman spectroscopy-based prediction of ofloxacin concentration in solution using a novel loss function and an improved GA-CNN model,2023-10-30,https://github.com/Mchyu/Novel-Loss-Function-and-an-Improved-GA-CNN,,,,
94,https://doi.org/10.1186/s12859-023-05510-x,Roastgsa: a comparison of rotation-based scores for gene set enrichment analysis,2023-10-30,https://github.com/BBIRBCF/roastgsasource,,,,
95,https://doi.org/10.1186/s12859-023-05510-x,Roastgsa: a comparison of rotation-based scores for gene set enrichment analysis,2023-10-30,https://github.com/waldronlab/GSEABenchmarkeR,,,,
96,https://doi.org/10.1186/s12859-023-05540-5,Biomarker detection using corrected degree of domesticity in hybrid social network feature selection for improving classifier performance,2023-10-30,https://github.com/adolfoalvarez/Force-Atlas-2,,,,
97,https://doi.org/10.1186/s12859-023-05540-5,Biomarker detection using corrected degree of domesticity in hybrid social network feature selection for improving classifier performance,2023-10-30,https://github.com/ygmrzngn/snfs,,,,
98,https://doi.org/10.1186/s12859-023-05533-4,Picky with peakpicking: assessing chromatographic peak quality with simple metrics in metabolomics,2023-10-28,https://github.com/wkumler/xcms,,,,
99,https://doi.org/10.1186/s12859-023-05533-4,Picky with peakpicking: assessing chromatographic peak quality with simple metrics in metabolomics,2023-10-28,https://github.com/wkumler/MS_metrics,,,,
100,https://doi.org/10.1186/s12859-023-05530-7,SeQual-Stream: approaching stream processing to quality control of NGS datasets,2023-10-27,https://github.com/UDC-GAC/SeQual-Stream,,,,
101,https://doi.org/10.1186/s12859-023-05541-4,deltaXpress (ΔXpress): a tool for mapping differentially correlated genes using single-cell qPCR data,2023-10-27,https://github.com/Murillo22/dXpress,,,,
102,https://doi.org/10.1186/s12859-023-05531-6,Pan-genome de Bruijn graph using the bidirectional FM-index,2023-10-26,https://github.com/biointec/nexus,,,,
103,https://doi.org/10.1186/s12859-023-05519-2,Regularized multi-trait multi-locus linear mixed models for genome-wide association studies and genomic selection in crops,2023-10-26,https://github.com/aclozanohuang/mtLMMreg,,,,
104,https://doi.org/10.1186/s12859-023-05459-x,TreeKernel: interpretable kernel machine tests for interactions between -omics and clinical predictors with applications to metabolomics and COPD phenotypes,2023-10-25,https://github.com/Ghoshlab/TreeKernel,,,,
105,https://doi.org/10.1186/s12859-023-05543-2,"EMDL_m6Am: identifying N6,2′-O-dimethyladenosine sites based on stacking ensemble deep learning",2023-10-25,https://github.com/13133989982/EMDL-m6Am,,,,
106,https://doi.org/10.1186/s12859-023-05517-4,PerFSeeB: designing long high-weight single spaced seeds for full sensitivity alignment with a given number of mismatches,2023-10-24,https://github.com/vtman/PerFSeeB,,,,
107,https://doi.org/10.1186/s12859-023-05528-1,Identification of transcription factor high accumulation DNA zones,2023-10-20,https://github.com/DEIB-GECO/TFHAZ,,,,
108,https://doi.org/10.1186/s12859-023-05432-8,iDESC: identifying differential expression in single-cell RNA sequencing data with multiple subjects,2023-08-22,https://github.com/yl883/iDESC,,,,
109,https://doi.org/10.1186/s12859-023-05526-3,Designs for the simultaneous inference of concentration–response curves,2023-10-19,https://github.com/schuermeyer/Designs-for-the-simultaneous-inference-of-concentration-response-curves,,,,
110,https://doi.org/10.1186/s12859-023-05502-x,Artificial Intelligence based wrapper for high dimensional feature selection,2023-10-18,https://github.com/rahijaingithub/AIWrap,,,,
111,https://doi.org/10.1186/s12859-023-05504-9,Asterics: a simple tool for the ExploRation and Integration of omiCS data,2023-10-18,https://github.com/mikelove/awesome-multi-omics,,,,
112,https://doi.org/10.1186/s12859-023-05527-2,EasyCGTree: a pipeline for prokaryotic phylogenomic analysis based on core gene sets,2023-10-14,https://github.com/zdf1987/EasyCGTree4,,,,
113,https://doi.org/10.1186/s12859-023-05527-2,EasyCGTree: a pipeline for prokaryotic phylogenomic analysis based on core gene sets,2023-10-14,https://github.com/rstudio/rstudio,,,,
114,https://doi.org/10.1186/s12859-023-05513-8,lifex-ep: a robust and efficient software for cardiac electrophysiology simulations,2023-10-13,https://github.com/coin-or/ADOL-C,,,,
115,https://doi.org/10.1186/s12859-023-05513-8,lifex-ep: a robust and efficient software for cardiac electrophysiology simulations,2023-10-13,https://github.com/opencollab/arpack-ng,,,,
116,https://doi.org/10.1186/s12859-023-05486-8,Unbiased image segmentation assessment toolkit for quantitative differentiation of state-of-the-art algorithms and pipelines,2023-10-12,https://github.com/catboost/catboost,,,,
117,https://doi.org/10.1186/s12859-023-05486-8,Unbiased image segmentation assessment toolkit for quantitative differentiation of state-of-the-art algorithms and pipelines,2023-10-12,https://github.com/PolusAI/nyxus,,,,
118,https://doi.org/10.1186/s12859-023-05486-8,Unbiased image segmentation assessment toolkit for quantitative differentiation of state-of-the-art algorithms and pipelines,2023-10-12,https://github.com/PolusAI/polus-plugins,,,,
119,https://doi.org/10.1186/s12859-023-05512-9,cgMSI: pathogen detection within species from nanopore metagenomic sequencing data,2023-10-12,https://github.com/ZHU-XU-xmu/cgMSI,,,,
120,https://doi.org/10.1186/s12859-023-05512-9,cgMSI: pathogen detection within species from nanopore metagenomic sequencing data,2023-10-12,https://github.com/LomanLab/mockcommunity#data-availability,,,,
121,https://doi.org/10.1186/s12859-023-05522-7,disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data,2023-10-11,https://github.com/kr-colab/disperseNN2,,,,
122,https://doi.org/10.1186/s12859-023-05522-7,disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data,2023-10-11,https://github.com/HarisIqbal88/PlotNeuralNet,,,,
123,https://doi.org/10.1186/s12859-023-05522-7,disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data,2023-10-11,https://github.com/keras-team/keras,,,,
124,https://doi.org/10.1186/s12859-023-05514-7,MSXFGP: combining improved sparrow search algorithm with XGBoost for enhanced genomic prediction,2023-10-11,https://github.com/DIBreeding/MSXFGP,,,,
125,https://doi.org/10.1186/s12859-023-05507-6,Network-based prediction approach for cancer-specific driver missense mutations using a graph neural network,2023-10-10,https://github.com/clinfo/Net-DMPred,,,,
126,https://doi.org/10.1186/s12859-023-05507-6,Network-based prediction approach for cancer-specific driver missense mutations using a graph neural network,2023-10-10,https://github.com/KarchinLab/probabilistic2020,,,,
127,https://doi.org/10.1186/s12859-023-05503-w,CurvAGN: Curvature-based Adaptive Graph Neural Networks for Predicting Protein-Ligand Binding Affinity,2023-10-05,https://github.com/tumancao/CurvAGN,,,,
128,https://doi.org/10.1186/s12859-023-05499-3,"Mabs, a suite of tools for gene-informed genome assembly",2023-10-04,https://github.com/shelkmike/Mabs,,,,
129,https://doi.org/10.1186/s12859-023-05499-3,"Mabs, a suite of tools for gene-informed genome assembly",2023-10-04,https://github.com/rrwick/Filtlong,,,,
130,https://doi.org/10.1186/s12859-023-05491-x,PRMxAI: protein arginine methylation sites prediction based on amino acid spatial distribution using explainable artificial intelligence,2023-10-04,https://github.com/Monika01p/PRMxAI_PMS,,,,
131,https://doi.org/10.1186/s12859-023-05496-6,"Graph regularized non-negative matrix factorization with \(L_{2,1}\) norm regularization terms for drug–target interactions prediction",2023-10-03,https://github.com/zhang340jj/iPALM-DLMF,,,,
132,https://doi.org/10.1186/s12859-023-05479-7,DrugRep-HeSiaGraph: when heterogenous siamese neural network meets knowledge graphs for drug repurposing,2023-10-03,https://github.com/CBRC-lab/DrugRep-HeSiaGraph,,,,
133,https://doi.org/10.1186/s12859-023-05498-4,SeqPredNN: a neural network that generates protein sequences that fold into specified tertiary structures,2023-10-03,https://github.com/falategan/SeqPredNN,,,,
134,https://doi.org/10.1186/s12859-023-05492-w,HoCoRT: host contamination removal tool,2023-10-02,https://github.com/ignasrum/hocort,,,,
135,https://doi.org/10.1186/s12859-023-05452-4,FLARE: a fast and flexible workflow for identifying RNA editing foci,2023-10-02,https://github.com/YeoLab/FLARE,,,,
136,https://doi.org/10.1186/s12859-023-05500-z,Reference-based genome compression using the longest matched substrings with parallelization consideration,2023-09-30,https://github.com/zhi-wen-Lu/LMSRGC,,,,
137,https://doi.org/10.1186/s12859-023-05478-8,Predicting tumour content of liquid biopsies from cell-free DNA,2023-09-30,https://github.com/TsuiLab/sWGS,,,,
138,https://doi.org/10.1186/s12859-023-05497-5,DGDTA: dynamic graph attention network for predicting drug–target binding affinity,2023-09-30,https://github.com/thinng/GraphDTA,,,,
139,https://doi.org/10.1186/s12859-023-05497-5,DGDTA: dynamic graph attention network for predicting drug–target binding affinity,2023-09-30,https://github.com/luojunwei/DGDTA,,,,
140,https://doi.org/10.1186/s12859-023-05482-y,A robust approach to 3D neuron shape representation for quantification and classification,2023-09-28,https://github.com/matlabbaltam/Neuron-Morphology,,,,
141,https://doi.org/10.1186/s12859-023-05493-9,Automatic echocardiographic anomalies interpretation using a stacked residual-dense network model,2023-09-27,https://github.com/ISySRGg/Echo-Infant,,,,
142,https://doi.org/10.1186/s12859-023-05495-7,A heterogeneous graph convolutional attention network method for classification of autism spectrum disorder,2023-09-27,https://github.com/pcdslab/ASD-DiagNet,,,,
143,https://doi.org/10.1186/s12859-023-05458-y,Inferring circadian gene regulatory relationships from gene expression data with a hybrid framework,2023-09-26,https://github.com/hu038/Circadian_gene_relationships,,,,
144,https://doi.org/10.1186/s12859-023-05489-5,Fast and sensitive validation of fusion transcripts in whole-genome sequencing data,2023-09-23,https://github.com/VolundurH/wgs_fusion_pipeline,,,,
145,https://doi.org/10.1186/s12859-023-05475-x,Identification of plant vacuole proteins by using graph neural network and contact maps,2023-09-22,https://github.com/SJNNNN/GraphIdn,,,,
146,https://doi.org/10.1186/s12859-023-05475-x,Identification of plant vacuole proteins by using graph neural network and contact maps,2023-09-22,https://github.com/Rostlab/SeqVec.The,,,,
147,https://doi.org/10.1186/s12859-023-05472-0,KidneyGPS: a user-friendly web application to help prioritize kidney function genes and variants based on evidence from genome-wide association studies,2023-09-21,https://github.com/kjstanzick/KidneyGPS,,,,
148,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/arq5x/gemini,,,,
149,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/opencb/opencga,,,,
150,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/pcingola/SnpSift,,,,
151,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/samtools/bcftools,,,,
152,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/syaffers/genomic_ds_queries,,,,
153,https://doi.org/10.1186/s12859-023-05470-2,Critical assessment of on-premise approaches to scalable genome analysis,2023-09-21,https://github.com/hail-is/hail,,,,
154,https://doi.org/10.1186/s12859-023-05483-x,Reply: Correspondence on NanoVar’s performance outlined by Jiang T. et al. in ‘Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation’,2023-09-20,https://github.com/davidebolo1993/VISOR,,,,
